Muon Mass =   105.6583651652483 MeV/c^2
Muon Momentum =   3192.000000000000 MeV/c
Muon Kinetic Energy =   3088.089854423984 MeV
Muon gamma =   30.22712129412804
Muon beta =  0.9994526119565376
Muon Anomaly G =  0.1165920690000000E-02
Muon Spin Tune G.gamma =  0.3524242611596345E-01
 L    0.4468601390466122E+02
 P ( -0.4017414894314871E+00,  0.0000000000000000E+00,  0.2356475062745805E+01)
 A (  0.3377212102609028E+00,  0.0000000000000000E+00,  0.0000000000000000E+00)
     I  COEFFICIENT            ORDER EXPONENTS
     1  0.9174483160946917       1   1 0  0 0  0 0
     2  -3.095698796485037       1   0 1  0 0  0 0
     3  0.6563996173357642       1   0 0  0 0  0 1
     4  -.9379633424603252E-02   2   2 0  0 0  0 0
     5  -.4777181065814007       2   1 1  0 0  0 0
     6  0.3856352620276121       2   0 2  0 0  0 0
     7  0.1402877791938111E-01   2   0 0  2 0  0 0
     8  0.3768299947068733       2   0 0  1 1  0 0
     9  -.2385583109464934       2   1 0  0 0  0 1
    10  -4.416832414258018       2   0 1  0 0  0 1
    11  -6.414089087630185       2   0 0  0 2  0 0
    12   2.655762668757669       2   0 0  0 0  0 2
    13  -.6766512785581248E-04   3   3 0  0 0  0 0
    14  -.3506044271444386E-01   3   2 1  0 0  0 0
    15  0.2827860067627450E-01   3   1 2  0 0  0 0
    16  -1.160333771951758       3   0 3  0 0  0 0
    17  0.1042604474764445E-02   3   1 0  2 0  0 0
    18  -.2344496480022956E-01   3   0 1  2 0  0 0
    19  0.6752511256485334E-01   3   1 0  1 1  0 0
    20  0.7394675937470080       3   0 1  1 1  0 0
    21  -.2459932677763928E-01   3   2 0  0 0  0 1
    22  -.2269037325877768E-01   3   1 1  0 0  0 1
    23   1.344922912198786       3   0 2  0 0  0 1
    24  -.4112436198537069E-01   3   0 0  2 0  0 1
    25  -1.247014296007279       3   1 0  0 2  0 0
    26   6.931503322164548       3   0 1  0 2  0 0
    27  0.3392339063050443       3   0 0  1 1  0 1
    28  -.1486245739958992       3   1 0  0 0  0 2
    29  -1.495741931065098       3   0 1  0 0  0 2
    30   30.57201943827727       3   0 0  0 2  0 1
    31   3.626897457958848       3   0 0  0 0  0 3
    ----------------------------------------------
     I  COEFFICIENT            ORDER EXPONENTS
     1  0.5113177918818877E-01   1   1 0  0 0  0 0
     2  0.9174483160946914       1   0 1  0 0  0 0
     3  -.4065680880758589       1   0 0  0 0  0 1
     4  -.2234738029212677E-02   2   2 0  0 0  0 0
     5  0.7215918957944274E-02   2   1 1  0 0  0 0
     6  0.2481773561295406       2   0 2  0 0  0 0
     7  0.4312733261247580E-03   2   0 0  2 0  0 0
     8  0.5052669279131058E-01   2   0 0  1 1  0 0
     9  0.1296565909010500       2   1 0  0 0  0 1
    10  -.4450968237598330       2   0 1  0 0  0 1
    11  0.4809054797749918       2   0 0  0 2  0 0
    12  -.9923992173343820       2   0 0  0 0  0 2
    13  -.1557950123430214E-03   3   3 0  0 0  0 0
    14  0.2300874290839201E-02   3   2 1  0 0  0 0
    15  0.3206862194298024E-01   3   1 2  0 0  0 0
    16  -.2199058685221317E-01   3   0 3  0 0  0 0
    17  -.6255076224744706E-04   3   1 0  2 0  0 0
    18  -.3329127280430143E-02   3   0 1  2 0  0 0
    19  -.5353454344497318E-02   3   1 0  1 1  0 0
    20  -.4972355496030774E-01   3   0 1  1 1  0 0
    21  -.3706332792921068E-03   3   2 0  0 0  0 1
    22  -.2784774130815959E-02   3   1 1  0 0  0 1
    23  0.7677936668978388E-01   3   0 2  0 0  0 1
    24  -.1200619700764587E-03   3   0 0  2 0  0 1
    25  -.6613438286676347E-01   3   1 0  0 2  0 0
    26  0.7549403536914087       3   0 1  0 2  0 0
    27  -.2652096898619410E-01   3   0 0  1 1  0 1
    28  0.1585666689768558E-01   3   1 0  0 0  0 2
    29  -.7281772867291757       3   0 1  0 0  0 2
    30   1.461187097621796       3   0 0  0 2  0 1
    31  -.2609955460304643       3   0 0  0 0  0 3
    ----------------------------------------------
     I  COEFFICIENT            ORDER EXPONENTS
     1  -.6225457323661620       1   0 0  1 0  0 0
     2   15.31270707474034       1   0 0  0 1  0 0
     3  0.7012772173054720E-02   2   1 0  1 0  0 0
     4  -.7476611566746999       2   0 1  1 0  0 0
     5   1.372471754379580       2   1 0  0 1  0 0
     6  -2.215840251118800       2   0 1  0 1  0 0
     7  -2.122262184538209       2   0 0  1 0  0 1
     8  -59.63773074613240       2   0 0  0 1  0 1
     9  -.3769593141493996E-02   3   2 0  1 0  0 0
    10  -.1132160756564458       3   1 1  1 0  0 0
    11  0.2006086594994241E-01   3   0 2  1 0  0 0
    12  0.2329592501674754E-02   3   0 0  3 0  0 0
    13  -.6674794145273419E-01   3   2 0  0 1  0 0
    14  -.4059674242546181       3   1 1  0 1  0 0
    15  -4.507462526273915       3   0 2  0 1  0 0
    16  0.9230258454211210E-01   3   0 0  2 1  0 0
    17  0.3415333895208784E-01   3   1 0  1 0  0 1
    18   1.751330738647787       3   0 1  1 0  0 1
    19   1.734557341325085       3   0 0  1 2  0 0
    20  0.6938015281039358       3   1 0  0 1  0 1
    21  -2.506835595276457       3   0 1  0 1  0 1
    22   2.556580555623466       3   0 0  1 0  0 2
